timestamp_ms,ax,ay,az,road_label
3720,-0.0136,-0.0087,9.8194,smooth
3740,-0.0137,-0.0003,9.8309,smooth
3760,-0.0226,0.0201,9.8644,smooth
3780,-0.0186,-0.0141,9.8883,smooth
3800,-0.0155,-0.0026,9.7958,smooth
3820,-0.0034,0.018,9.6809,smooth
3840,-0.0041,-0.0149,9.7542,smooth
3860,-0.0034,0.0194,9.8419,smooth
3880,-0.0056,0.0055,9.8203,smooth
3900,-0.0201,0.003,9.7847,smooth
3920,0.0025,0.0038,9.8013,smooth
3940,0.0063,0.0174,9.7845,smooth
3960,0.0261,-0.0024,9.7546,smooth
3980,0.0364,0.0016,9.7717,smooth
4000,0.0123,-0.0168,9.8785,smooth
4019,-0.0079,-0.0134,9.816,smooth
4040,0.0015,0.0059,9.7214,smooth
4059,-0.0046,-0.008,9.8295,smooth
4080,-0.0083,-0.0103,9.7607,smooth
4100,-0.0003,-0.009,9.7998,smooth
4120,-0.0114,-0.0,9.7984,smooth
4140,0.0027,0.0047,9.8354,smooth
4160,-0.0057,0.0028,9.7274,smooth
4180,-0.024,0.0016,9.8421,smooth
4200,-0.0027,-0.0009,9.8703,smooth
4220,0.0037,0.0067,9.8325,smooth
4240,0.0023,-0.0078,9.8136,smooth
4260,0.0188,-0.002,9.8015,smooth
4280,-0.0074,0.0079,9.8016,smooth
4300,0.0137,-0.0094,9.7673,smooth
4320,0.0031,0.0013,9.7571,smooth
4340,0.0159,-0.0041,9.8249,smooth
4360,-0.0136,0.0126,9.8321,smooth
4380,0.008,0.0019,9.8416,smooth
4400,-0.0049,0.005,9.7707,smooth
4420,0.0019,-0.0136,9.809,smooth
4440,-0.0104,-0.0108,9.8191,smooth
4460,-0.0278,0.007,9.8023,smooth
4480,-0.0008,-0.0099,9.8526,smooth
4500,-0.0023,-0.0242,9.7627,smooth
4520,0.01,-0.0031,9.819,smooth
4540,0.0027,0.0035,9.7853,smooth
4560,0.0003,-0.0069,9.8647,smooth
4580,0.0027,0.0156,9.7869,smooth
4600,-0.0158,-0.0087,9.794,smooth
4620,0.0049,-0.0136,9.7052,smooth
4640,-0.0296,-0.0112,9.7483,smooth
4660,-0.0197,-0.0175,9.8384,smooth
4680,-0.0051,0.0043,9.8189,smooth
4700,-0.0001,-0.013,9.847,smooth
4720,0.0075,-0.0058,9.8038,smooth
4740,0.0165,-0.0042,9.7381,smooth
4760,0.0002,0.0103,9.7895,smooth
4780,-0.005,0.0068,9.8232,smooth
4800,0.0208,0.0067,9.9174,smooth
4820,0.0563,-0.012,9.7539,smooth
4840,-0.0105,0.0163,9.7914,smooth
4860,-0.0214,0.0027,9.831,smooth
4880,-0.0048,-0.0122,9.8373,smooth
4900,-0.0066,0.0002,9.7737,smooth
4920,0.011,-0.0095,9.784,smooth
4940,-0.0111,0.0135,9.7234,smooth
4960,0.0351,0.0049,9.7813,smooth
4980,-0.0125,0.0024,9.7518,smooth
5000,0.0356,-0.0099,9.7511,smooth
5020,0.0219,-0.0011,9.844,smooth
5040,-0.0041,0.0036,9.7602,smooth
5060,0.0009,-0.014,9.8538,smooth
5080,-0.0101,-0.0218,9.8121,smooth
5100,-0.0215,0.0059,9.7751,smooth
5120,0.0279,-0.0057,9.9072,smooth
5140,0.0103,0.0106,9.7866,smooth
5160,-0.0021,0.0221,9.7891,smooth
5180,-0.0073,0.0012,9.8046,smooth
5200,-0.0153,-0.0025,9.839,smooth
5220,-0.0042,0.0188,9.7517,smooth
5240,-0.0014,-0.0093,9.8471,smooth
5260,0.0158,-0.0056,9.7944,smooth
5280,-0.0206,-0.0029,9.8825,smooth
5300,-0.0301,0.0119,9.8971,smooth
5320,-0.0014,-0.0017,9.7174,smooth
5340,-0.0473,-0.0192,9.8512,smooth
5360,0.0006,-0.0089,9.7817,smooth
5380,-0.0178,-0.004,9.799,smooth
5400,0.0037,0.0058,9.7677,smooth
5420,-0.0098,-0.0032,9.8816,smooth
5440,-0.0044,-0.0005,9.8124,smooth
5460,0.0056,-0.0092,9.7319,smooth
5480,-0.0238,0.0116,9.7622,smooth
5500,0.0172,0.0027,9.803,smooth
5520,-0.0163,0.0076,9.7248,smooth
5540,-0.0164,-0.0018,9.7717,smooth
5560,-0.0152,-0.0033,9.8012,smooth
5580,-0.0388,0.005,9.7861,smooth
5600,0.0196,-0.0115,9.7694,smooth
5620,0.0178,-0.0159,9.731,smooth
5640,0.009,-0.0033,9.7782,smooth
5660,0.0028,-0.0019,9.7272,smooth
5680,0.0088,0.0304,9.8742,smooth
5700,-0.0003,-0.0107,9.7277,smooth
5720,0.0123,0.0075,9.8677,smooth
5740,-0.0112,-0.0203,9.7711,smooth
5760,0.0076,-0.0026,9.8955,smooth
5780,0.0113,0.0098,9.8567,smooth
5800,-0.0107,0.002,9.7288,smooth
5820,0.0144,-0.0101,9.8278,smooth
5840,0.0331,0.0069,9.8164,smooth
5860,-0.0003,0.0077,9.8535,smooth
5880,0.0016,0.0122,9.9002,smooth
5900,0.0089,0.009,9.7662,smooth
5920,0.0165,-0.0068,9.7724,smooth
5940,-0.0,0.0193,9.7697,smooth
5960,0.014,-0.0073,9.8255,smooth
5980,-0.0176,-0.0057,9.8139,smooth
6000,-0.0006,0.0145,9.8518,smooth
6020,-0.003,0.0128,9.7999,smooth
6040,-0.0228,0.013,9.7776,smooth
6060,-0.0325,0.0004,9.8307,smooth
6080,0.0262,-0.0073,9.7898,smooth
6100,-0.0137,-0.0105,9.781,smooth
6120,-0.0215,-0.0103,9.775,smooth
6140,-0.0225,-0.0156,9.7297,smooth
6160,-0.0103,-0.0123,9.7839,smooth
6180,-0.0007,-0.0043,9.8339,smooth
6200,0.0239,0.0024,9.7868,smooth
6220,-0.0388,-0.0065,9.8338,smooth
6240,-0.0064,0.0037,9.7014,smooth
6260,0.0078,-0.0102,9.7763,smooth
6280,-0.0233,-0.0026,9.8388,smooth
6300,0.008,-0.0013,9.831,smooth
6320,-0.0062,-0.0045,9.907,smooth
6340,0.0265,-0.0037,9.672,smooth
6360,0.0198,0.0124,9.7512,smooth
6380,-0.0215,0.0042,9.8154,smooth
6400,-0.0176,0.0104,9.7789,smooth
6420,0.0085,0.0046,9.7034,smooth
6440,0.0049,-0.0206,9.9126,smooth
6460,0.001,0.0036,9.7682,smooth
6480,-0.0294,-0.0033,9.859,smooth
6500,0.0232,0.0186,9.8585,smooth
6520,0.0165,0.0171,9.7905,smooth
6540,0.0109,0.0083,9.8699,smooth
6560,-0.0217,0.0098,9.7705,smooth
6580,-0.0004,-0.0058,9.7926,smooth
6600,0.0035,-0.0102,9.7904,smooth
6620,0.0037,-0.0008,9.8134,smooth
6640,0.0118,0.0187,9.7728,smooth
6660,0.0185,0.0089,9.7799,smooth
6680,-0.0114,-0.0064,9.6773,smooth
6700,0.0028,0.0047,9.8491,smooth
6720,-0.0135,-0.0075,9.8418,smooth
6740,-0.0026,-0.0012,9.7489,smooth
6760,-0.0109,0.0091,9.8186,smooth
6780,0.0232,0.0071,9.8559,smooth
6800,0.0101,0.0061,9.8193,smooth
6820,0.0193,0.0172,9.7774,smooth
6840,0.0005,0.0032,9.9088,smooth
6860,-0.0,0.0062,9.8308,smooth
6880,-0.0029,0.0176,9.8039,smooth
6900,0.001,0.0088,9.8182,smooth
6920,0.0044,-0.0006,9.8175,smooth
6940,-0.0005,-0.0114,9.749,smooth
6960,-0.0177,0.0092,9.8205,smooth
6980,0.0042,-0.001,9.8475,smooth
7000,-0.0295,-0.011,9.8308,smooth
7020,0.0052,-0.0008,9.8026,smooth
7040,0.002,-0.0045,9.7598,smooth
7060,0.0049,-0.0021,9.7566,smooth
7080,0.01,0.0073,9.8698,smooth
7100,-0.0127,-0.0094,9.8261,smooth
7120,0.0432,-0.0108,9.7364,smooth
7140,-0.0054,-0.0028,9.7995,smooth
7160,-0.028,-0.01,9.7808,smooth
7180,-0.0019,-0.0068,9.7405,smooth
7200,0.0032,-0.0058,9.7756,smooth
7220,-0.0058,0.0023,9.8566,smooth
7240,0.0099,-0.0041,9.7437,smooth
7260,0.005,-0.0017,9.8304,smooth
7280,-0.0058,0.0135,9.8209,smooth
7300,0.0072,-0.0118,9.8567,smooth
7320,-0.01,-0.0025,9.755,smooth
7340,-0.0134,0.0118,9.8324,smooth
7360,-0.0302,-0.0048,9.8102,smooth
7380,-0.0113,-0.0055,9.6807,smooth
7400,-0.0049,-0.0039,9.7795,smooth
7420,0.0225,0.0121,9.7803,smooth
7440,0.0188,-0.0162,9.7529,smooth
7460,0.0229,-0.0224,9.7693,smooth
7480,-0.0188,-0.0014,9.8387,smooth
7500,0.0255,-0.0081,9.801,smooth
7520,0.0094,-0.0025,9.8065,smooth
7540,-0.0009,0.0009,9.7689,smooth
7560,-0.0141,-0.0045,9.8542,smooth
7580,-0.0025,-0.0019,9.8261,smooth
7600,-0.0104,-0.008,9.8091,smooth
7620,-0.0164,0.0117,9.832,smooth
7640,-0.0191,0.0028,9.8209,smooth
7660,0.0114,0.0116,9.8184,smooth
7680,-0.0106,-0.0061,9.7917,smooth
7700,-0.0112,0.0028,9.7609,smooth
7720,-0.0074,-0.0074,9.8108,smooth
7740,-0.0075,-0.0104,9.8274,smooth
7760,-0.004,-0.0107,9.8024,smooth
7780,0.0127,0.0004,9.8514,smooth
7800,0.0079,-0.0003,9.8166,smooth
7820,0.0248,0.0008,9.8546,smooth
7840,0.0131,-0.0034,9.832,smooth
7860,0.0136,-0.0157,9.7536,smooth
7880,0.0131,0.0019,9.8994,smooth
7900,0.0263,-0.0095,9.8126,smooth
7920,-0.009,-0.0026,9.752,smooth
7940,0.0023,0.0014,9.7597,smooth
7960,0.024,-0.0139,9.7693,smooth
7980,0.0056,-0.0021,9.7462,smooth
8000,-0.0093,-0.0103,9.8309,smooth
8020,-0.0103,0.0052,9.7777,smooth
8039,0.0114,0.0059,9.786,smooth
8060,0.0135,0.0078,9.862,smooth
8080,-0.0078,-0.0026,9.8485,smooth
8100,0.0044,-0.0067,9.7185,smooth
8119,0.0079,-0.0135,9.8301,smooth
8140,-0.0052,-0.0052,9.7593,smooth
8160,-0.0173,0.0005,9.8184,smooth
8180,-0.0323,0.0072,9.7256,smooth
8200,-0.0084,-0.0142,9.7447,smooth
8220,-0.006,-0.0041,9.7396,smooth
8240,0.0067,-0.0026,9.8591,smooth
8260,0.0167,0.0041,9.8479,smooth
8280,0.0153,0.0177,9.7897,smooth
8300,0.0266,0.0093,9.843,smooth
8320,-0.0164,-0.0111,9.8524,smooth
8340,-0.025,-0.0059,9.8075,smooth
8360,-0.01,0.0053,9.8534,smooth
8380,-0.0074,0.0102,9.7424,smooth
8400,0.0044,0.017,9.8204,smooth
8420,-0.0132,0.0132,9.8748,smooth
8440,-0.0003,0.0002,9.7792,smooth
8460,-0.0169,0.0045,9.8637,smooth
8480,0.0122,-0.0021,9.8362,smooth
8500,-0.0107,0.0115,9.8602,smooth
8520,-0.021,0.0041,9.8276,smooth
8540,-0.0053,-0.0074,9.819,smooth
8560,-0.0216,0.0169,9.798,smooth
8580,-0.0099,0.0114,9.7536,smooth
8600,0.0108,0.0152,9.8393,smooth
8620,-0.0157,0.0084,9.7944,smooth
8640,-0.0049,-0.0127,9.8498,smooth
8660,0.0086,-0.0137,9.872,smooth
8680,-0.0216,-0.0048,9.849,smooth
8700,-0.0096,-0.0083,9.7538,smooth
8720,0.0109,0.0029,9.7793,smooth
8740,0.0164,-0.0037,9.8414,smooth
8760,0.0081,0.0171,9.814,smooth
8780,0.0207,0.0102,9.855,smooth
8800,-0.0268,0.0088,9.8629,smooth
8820,0.0008,-0.0053,9.8206,smooth
8840,0.0062,0.0084,9.7887,smooth
8860,0.0033,-0.0056,9.7351,smooth
8880,0.0059,-0.0033,9.7625,smooth
8900,-0.0115,0.0028,9.777,smooth
8920,-0.0164,-0.0084,9.8095,smooth
8940,0.0061,-0.0105,9.8009,smooth
8960,-0.0124,0.0273,9.8344,smooth
8980,-0.0119,0.0019,9.7629,smooth
9000,0.0124,0.018,9.7649,smooth
9020,0.0026,-0.0052,9.7906,smooth
9040,0.0215,0.0089,9.81,smooth
9060,0.0232,0.0116,9.7648,smooth
9080,-0.0099,0.0007,9.8343,smooth
9100,0.007,-0.0032,9.7702,smooth
9120,0.0139,0.0019,9.6983,smooth
9140,-0.002,0.0019,9.8639,smooth
9160,0.0058,0.0029,9.8658,smooth
9180,-0.0025,0.0017,9.9707,smooth
9200,-0.0121,-0.0104,9.8967,smooth
9220,0.008,0.0063,9.7384,smooth
9240,-0.0203,0.0101,9.8471,smooth
9260,-0.0015,0.0003,9.8699,smooth
9280,0.0055,0.0064,9.8438,smooth
9300,-0.0026,-0.0121,9.7557,smooth
9320,0.008,-0.001,9.8416,smooth
9340,-0.0233,0.0086,9.8248,smooth
9360,0.0019,0.0112,9.7866,smooth
9380,0.018,0.0012,9.7722,smooth
9400,0.0083,-0.0125,9.8114,smooth
9420,0.0009,0.0104,9.8397,smooth
9440,-0.0054,0.0037,9.7992,smooth
9460,-0.0176,-0.0019,9.807,smooth
9480,-0.0014,-0.0087,9.8734,smooth
9500,-0.0278,-0.0212,9.8458,smooth
9520,0.0027,0.0022,9.8098,smooth
9540,-0.0023,-0.014,9.7654,smooth
9560,-0.0242,-0.0015,9.821,smooth
9580,-0.0263,-0.0052,9.8231,smooth
9600,0.0232,-0.015,9.8494,smooth
9620,-0.0185,-0.0135,9.827,smooth
9640,0.01,-0.008,9.8898,smooth
9660,0.0096,0.0018,9.821,smooth
9680,0.0091,-0.0299,9.9224,smooth
9700,-0.011,-0.002,9.7955,smooth
9720,-0.0098,-0.0108,9.8107,smooth
9740,0.009,-0.0067,9.8782,smooth
9760,0.0101,0.0127,9.844,smooth
9780,0.0117,-0.0061,9.7572,smooth
9800,-0.0029,-0.0227,9.8678,smooth
9820,-0.0268,-0.0022,9.8118,smooth
9840,-0.006,-0.0149,9.8071,smooth
9860,-0.0127,-0.0025,9.7542,smooth
9880,0.0106,-0.0047,9.8744,smooth
9900,-0.0205,0.0069,9.8737,smooth
9920,0.0035,0.0064,9.8012,smooth
9940,0.012,-0.0001,9.776,smooth
9960,-0.0046,0.0127,9.9306,smooth
9980,-0.0176,0.0136,9.8424,smooth
10000,-0.0335,0.0085,9.757,smooth
10020,0.0008,-0.0026,9.8634,smooth
10040,0.0107,-0.0066,9.8892,smooth
10060,-0.0186,-0.0056,9.8466,smooth
10080,-0.033,-0.0118,9.7574,smooth
10100,-0.0165,-0.0055,9.8711,smooth
10120,0.013,0.0,9.752,smooth
10140,-0.0016,-0.0117,9.8345,smooth
10160,0.0126,-0.0006,9.7613,smooth
10180,-0.0474,0.0111,9.8487,smooth
10200,0.0326,-0.0051,9.7853,smooth
10220,0.0099,-0.0088,9.8114,smooth
10240,-0.0097,0.0129,9.8536,smooth
10260,0.0074,-0.0072,9.8497,smooth
10280,0.0045,-0.0203,9.7995,smooth
10300,0.0141,-0.0127,9.7824,smooth
10320,-0.0094,0.0032,9.8739,smooth
10340,0.0073,0.0046,9.7526,smooth
10360,0.0203,0.0125,9.8668,smooth
10380,-0.0184,0.0132,9.8204,smooth
10400,-0.0066,0.0074,9.7448,smooth
10420,0.0239,-0.0,9.8322,smooth
10440,-0.0041,0.0017,9.7255,smooth
10460,0.0212,-0.0025,9.7925,smooth
10480,0.007,-0.0115,9.7382,smooth
10500,0.0041,-0.014,9.895,smooth
10520,0.0355,-0.02,9.864,smooth
10540,0.0073,0.0018,9.8552,smooth
10560,0.0074,-0.0069,9.8272,smooth
10580,-0.0202,0.0196,9.8805,smooth
10600,-0.0178,-0.0001,9.8864,smooth
10620,-0.0074,-0.0016,9.881,smooth
10640,0.0175,-0.0061,9.7899,smooth
10660,0.0081,-0.0021,9.8095,smooth
10680,-0.0201,-0.0152,9.7667,smooth
10700,-0.0258,-0.0073,9.751,smooth
10720,0.0008,-0.0083,9.825,smooth
10740,-0.0149,-0.0139,9.7591,smooth
10760,0.0107,-0.014,9.7482,smooth
10780,-0.0093,0.0243,9.8109,smooth
10800,0.0029,-0.0033,9.7202,smooth
10820,0.0047,0.0016,9.7714,smooth
10840,0.0064,0.0039,9.7566,smooth
10860,-0.0091,0.0147,9.8755,smooth
10880,-0.0296,0.0052,9.8002,smooth
10900,-0.0132,0.0093,9.8059,smooth
10920,0.0153,-0.0008,9.7864,smooth
10940,0.0102,0.0047,9.8475,smooth
10960,0.0138,0.0002,9.7584,smooth
10980,0.0072,0.0075,9.9101,smooth
11000,-0.0061,0.001,9.7718,smooth
11020,-0.0176,-0.0011,9.7515,smooth
11040,0.003,0.0112,9.8061,smooth
11060,0.0102,-0.0014,9.79,smooth
11080,0.0039,-0.0207,9.8003,smooth
11100,-0.0096,-0.0093,9.8133,smooth
11120,-0.0066,-0.0188,9.7157,smooth
11140,-0.0036,-0.0168,9.8535,smooth
11160,0.0113,-0.0059,9.7763,smooth
11180,-0.0055,-0.0013,9.7959,smooth
11200,-0.0007,-0.0056,9.725,smooth
11220,-0.0032,-0.0046,9.9577,smooth
11240,-0.0023,0.0025,9.8594,smooth
11260,0.0233,-0.0063,9.7663,smooth
11280,0.017,-0.003,9.8288,smooth
11300,0.0088,0.0068,9.81,smooth
11320,0.0027,-0.0095,9.7555,smooth
11340,-0.0097,0.0122,9.7727,smooth
11360,0.0391,-0.0006,9.8898,smooth
11380,-0.0145,0.0161,9.7679,smooth
11400,-0.0048,-0.0057,9.7331,smooth
11420,-0.0152,0.011,9.8975,smooth
11440,-0.0025,0.0047,9.8757,smooth
11460,-0.0013,-0.0022,9.7331,smooth
11480,0.0062,0.0036,9.681,smooth
11500,-0.0212,-0.0075,9.7253,smooth
11520,-0.0046,-0.0096,9.7835,smooth
11540,0.0046,-0.0048,9.7596,smooth
11560,-0.0034,0.0046,9.8047,smooth
11580,0.0129,0.001,9.8023,smooth
11600,0.0187,-0.0146,9.8545,smooth
11620,0.0267,-0.0097,9.8561,smooth
11640,-0.0054,0.0044,9.8084,smooth
11660,-0.01,0.0131,9.836,smooth
11680,-0.0021,0.0102,9.7672,smooth
11700,-0.0077,0.0078,9.9077,smooth
11720,-0.0237,-0.0096,9.821,smooth
11740,-0.0075,-0.0042,9.7498,smooth
11760,0.0192,0.0042,9.8114,smooth
11780,-0.0037,0.0079,9.9427,smooth
11800,0.0226,-0.0038,9.8307,smooth
11820,0.0244,-0.0072,9.8523,smooth
11840,0.0076,-0.0043,9.8063,smooth
11860,0.0275,-0.0023,9.7662,smooth
11880,-0.0076,-0.0021,9.8967,smooth
11900,-0.0031,-0.009,9.8499,smooth
11920,0.0041,-0.0067,9.774,smooth
11940,-0.0339,-0.0056,9.8144,smooth
11960,-0.0077,-0.0099,9.801,smooth
11980,0.0011,0.0149,9.7658,smooth
12000,-0.0041,0.0098,9.7401,smooth
12020,-0.0014,-0.0045,9.8267,smooth
12040,-0.0015,-0.0219,9.8107,smooth
12060,-0.0292,0.0129,9.7742,smooth
12080,-0.0118,0.008,9.8511,smooth
12100,-0.0093,0.013,9.9324,smooth
12120,-0.0036,-0.0111,9.8281,smooth
12140,-0.0059,-0.0232,9.7822,smooth
12160,-0.0048,0.0046,9.8365,smooth
12180,0.045,-0.0166,9.789,smooth
12200,0.0106,0.0236,9.7633,smooth
12220,0.0274,-0.0092,9.7604,smooth
12240,0.0011,0.0223,9.8747,smooth
12260,-0.0097,0.0294,9.8991,smooth
12280,-0.0047,0.0181,9.7538,smooth
12300,-0.0096,0.0013,9.7733,smooth
